Global_ID,S.No,Report Year,Incident Number,Grade Crossing ID,Date,AM/PM,Time,County Code,County Name,State Code,State Name,Highway User,Vehicle Direction Code,Vehicle Direction,Highway User Position Code,Highway User Position,Second Highway User,Second Vehicle Direction Code,Second Vehicle Direction,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Crossing Warning Expanded 1,Crossing Warning Expanded 2,Crossing Warning Expanded 3,Crossing Warning Expanded 4,Crossing Warning Expanded 5,Crossing Warning Expanded 6,Crossing Warning Expanded 7,Roadway Condition,Crossing Warning Location Code,Crossing Warning Location,User Age,User Sex,Highway User Action Code,Highway User Action,Estimated Vehicle Speed,Train Speed,Estimated/Recorded Speed,Vehicle Damage Cost,Narrative,Total Killed Form 57,Total Injured Form 57
44,44,2015,0415LA016,760732J,2015-04-26,AM,11:30 AM,65.0,RIVERSIDE,6.0,CALIFORNIA,Auto,1,North,2.0,Stopped on crossing,,,,84.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,,,5.0,Other,0.0,50.0,,6500.0,"HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED). DRIVER EXITED VEHICLE PRIOR TOIMPACT. DRIVER'S NAME, DATE OF BIRTH, AGE, AND GENDER WERE NOT GIVEN.",0,0
45,45,2015,0415LA002,750634R,2015-04-04,AM,03:38 AM,29.0,KERN,6.0,CALIFORNIA,Other,4,West,2.0,Stopped on crossing,,,,50.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,,,5.0,Other,0.0,40.0,,1000.0,HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED). DRIVER NAME AND AGE IS UNKNOWN. A UTILITY TRAILER WAS LEFT ON THE TRACKS INTENTIONALLY.,0,0
46,46,2015,0415RS029,028773Y,2015-04-24,PM,02:30 PM,77.0,SAN JOAQUIN,6.0,CALIFORNIA,Pedestrian,1,North,2.0,Stopped on crossing,,,,72.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,61.0,Female,8.0,Suicide/attempted suicide,0.0,30.0,,,"HIGHWAY USER'S ACTIONS: PEDESTRIAN PARKED VEHICLE NEAR CROSSING, EXITED VEHICLE AND WALKED ONTO CROSSING AND LAID DOWN ON CROSSING AND WAS STRUCK.",1,0
47,47,2015,0415LA015,745870K,2015-04-23,AM,08:20 AM,111.0,VENTURA,6.0,CALIFORNIA,Pick-up truck,2,South,3.0,Moving over crossing,,,,58.0,2.0,Day,2.0,Cloudy,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,57.0,Male,7.0,Went thru the gate,50.0,50.0,,30000.0,HIGHWAY USER'S ACTIONS: WENT THROUGH THE GATE - MOVING.,1,0
48,48,2015,0420151,747769T,2015-04-20,AM,05:00 AM,37.0,LOS ANGELES,6.0,CALIFORNIA,Pick-up truck,4,West,3.0,Moving over crossing,,,,59.0,1.0,Dawn,1.0,Clear,4.0,Industry,Stop signs,,,,,,,Dry,3,Opposite side of vehicle approach,50.0,Male,3.0,Did not stop,15.0,10.0,,0.0,"ON 4/20/2015 AT 0500 HOURS THE PHL 20, OUR 0300 SW CREW, WHILE SHOVING/PUSHING THREE RAILCARS TO RANCHO LPG COLLIDED WITH A CHECY PICK UP ON THE PRIVATE AT-GRADE CROSSING (LEADING TO THE GAFFEY STREETSANITATION LANDFILL)  RECORDED SPEED WAS 13 MPR",0,1
49,49,2016,1016LA004,757428C,2016-10-07,PM,11:25 PM,29.0,KERN,6.0,CALIFORNIA,Auto,1,North,1.0,Stalled or stuck on crossing,,,,67.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Standard FLS,Stop signs,Crossbucks,,,,Dry,1,Both sides,23.0,Male,5.0,Other,0.0,23.0,,4000.0,HIGHWAY USER WAS STALLED ON THE CROSSING PRIOR TO THE GATES DESCENDING.  HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (BEFORE GATES DESCENDED),0,0
50,50,2016,1016RS007,750553R,2016-10-03,PM,07:37 PM,61.0,PLACER,6.0,CALIFORNIA,Pedestrian,1,North,2.0,Stopped on crossing,,,,75.0,4.0,Dark,1.0,Clear,1.0,Main,Standard FLS,Audible,Crossbucks,,,,,Dry,1,Both sides,30.0,Male,4.0,Stopped on crossing,0.0,25.0,,,HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING (NO GATES).,1,0
51,51,2016,1016RS014,766165P,2016-10-11,PM,12:03 PM,47.0,MERCED,6.0,CALIFORNIA,Truck-trailer,4,West,1.0,Stalled or stuck on crossing,,,,82.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,Dry,2,Side of vehicle approach,33.0,Male,5.0,Other,0.0,67.0,,25000.0,SEMI TRUCK ATTEMPTED TO MAKE A TURN AND GOT STUCK ON THE CROSSING PRIOR TO THE GATES DESCENDING.,0,0
52,52,2016,17C2016,971727V,2016-11-14,AM,07:55 AM,99.0,STANISLAUS,6.0,CALIFORNIA,Other motor vehicle,2,South,3.0,Moving over crossing,,,,50.0,1.0,Dawn,4.0,Fog,2.0,Yard,,,,,,,,Dry,,,39.0,Male,3.0,Did not stop,5.0,9.0,,10500.0,"A REACHLIFT OPERATOR AT ONE OF OUR CAR REPAIR FACILITIES WAS TRAVELING SOUTH TOWARD A PRIVATE ROAD CROSSING LOCATED AT THE WEST END OF THE YARD AS OUR TRAIN CREW WAS MAKING A SHOVING MOVEMENT INTO THETRACK. THE REACHLIFT OPERATOR NEVER LOOKED FOR AN APPROACHING TRAIN AND FAILED TO STOP BEFORE ENTERING THE CROSSING. THE CONDUCTOR HAD THE ENGINEER PLACE TRAIN INTO EMERGENCY APPROXIMATELY 4 CARS AWAY FROM THE CROSSING; HOWEVER, THE KNUCKLE ON THE REAR CAR STRUCK REACHLIFT AS IT ENTERED CROSSING.",0,0
53,53,2018,152091,745990B,2018-02-23,PM,08:50 PM,37.0,LOS ANGELES,6.0,CALIFORNIA,Auto,3,East,1.0,Stalled or stuck on crossing,,,,55.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,Dry,1,Both sides,,Female,5.0,Other,0.0,55.0,,7500.0,"TRAIN 796 OPERATING WITH CAB CAR 6900 IN THE LEAD, 5 CARS AND LOCOMOTIVE E/455 STRUCK AN UNOCCUPIEDVEHICLE AT MP 452.28, ROSCOE BLVD CROSSING.  THE TRAIN STRUCK THE VEHICLE AFTER DRIVER SUFFERED A MEDICAL EMERGENCY AND STOPPED THE VEHICLE IN TRAIN RIGHT OF WAY.",0,1
54,54,2017,4578,860874B,2017-03-10,PM,05:59 PM,37.0,LOS ANGELES,6.0,CALIFORNIA,Auto,1,North,3.0,Moving over crossing,,,,71.0,2.0,Day,1.0,Clear,2.0,Yard,Standard FLS,Audible,,,,,,Dry,1,Both sides,35.0,Female,3.0,Did not stop,35.0,8.0,,4500.0,YVRN228210A (RCO) SHOVING 3 CARS APPROACHED GARFIELD XING ON TRACK 6600 ON THE LOS ANGELES JUNCTIONAND OBSERVED A VEHICLE APPROACHING QUICKLY TOWARDS THE HIGHWAY GRADE CROSSING.  THE CREW PLACED THETRAIN INTO EMERGENCY.  THE VEHICLE STRUCK THE REAR CAR IN THE TRAIN.,0,1
55,55,2017,SJV289217G,030024V,2017-05-03,PM,04:55 PM,29.0,KERN,6.0,CALIFORNIA,Other,2,South,3.0,Moving over crossing,,,,95.0,2.0,Day,1.0,Clear,1.0,Main,Crossbucks,,,,,,,Dry,2,Side of vehicle approach,61.0,Male,2.0,Stopped and then proceeded,5.0,23.0,,1000.0,A TRAIN CREW RUNNING SOUTH ON THE MAIN TRACK STRUCK FARM EQUIPMENT THAT FAILED TO CLEAR ROAD CROSSING. CREW INDICATED THAT IT APPEARED TRACTOR DRIVER TOWING HAY BAILER SAW AND HEARD THE ON-COMING TRAIN AND TRIED TO SPEED THROUGH THE CROSSING. TRACTOR CLEARED BUT THE TOWED HAY BALE TRAILER WAS FOULING THE CROSSING AND WAS STRUCK BY TRAIN. THE TRAIN WAS PUT INTO EMERGENCY PRIOR TO IMPACT. CREW CALLED EMERGENCY SERVICE FOR TRACTOR OPERATOR WHO WAS TAKEN TO HOSPITAL FOR PRECAUTIONARY MEASURES. NO IN,0,0
56,56,2017,0517LA037,745441G,2017-05-30,PM,02:17 PM,83.0,SANTA BARBARA,6.0,CALIFORNIA,Auto,1,North,3.0,Moving over crossing,,,,55.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Crossbucks,,,,,,Dry,1,Both sides,20.0,Female,3.0,Did not stop,10.0,8.0,,5000.0,,0,0
57,57,2015,CAXP43015,752931R,2015-04-30,PM,05:30 PM,77.0,SAN JOAQUIN,6.0,CALIFORNIA,Truck-trailer,2,South,3.0,Moving over crossing,,,,79.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Other,,,,,,Dry,1,Both sides,48.0,Male,3.0,Did not stop,7.0,6.0,,8000.0,"PULLING 28 CAR LOADED RAIL TRAIN TO INTERCHANGE POINT AT PORT FOR PICKUP WHEN A WHITE 2014  INTERNATIONAL TRUCK PULLING A RED CONTAINER ON A CHASSIS FAILED TO STOP AT THE DAGGET ROAD CROSSING AND FAILED TO YIELD FOR THE TRAIN, CREW SAW TRUCK AND WAS BLOWING HORN AND PUT TRAIN IN EMERGENCY AT 100 FEET FROM CROSSING WITH HORN SOUNDING AND TRAIN STUCK THE TRUCK AND PUSHED IT ABOUT 35 FEET OFF THE CROSSING. THIS IS A PRIVATE CROSSING IN A PORT COMPLEX WITH STOP SIGNS AND PRIVATE CROSSING SIGNS",0,0
58,58,2015,CAX42215SL,757370W,2015-04-22,PM,12:50 PM,77.0,SAN JOAQUIN,6.0,CALIFORNIA,Truck-trailer,2,South,3.0,Moving over crossing,,,,84.0,2.0,Day,1.0,Clear,2.0,Yard,Stop signs,Crossbucks,,,,,,Dry,2,Side of vehicle approach,66.0,Male,3.0,Did not stop,2.0,5.0,,6000.0,"CREW WAS SHOVING INTO PACIFIC ETHANOL WHEN TRUCK DRIVER FAILED TO STOP FOR PRIVATE CROSSING SIGN ANSD STOP SIGNS ENTERING A PRIVATE DRIVEWAY INTO YARA TERMINAL AND TRUCK DRIVER FAILED YEILD FOR THE TRAIN THERE WERE TWO TRUCKS IN YARA TERMINAL AHEAD BLOCKING HIM FROM ENTERING THE TERMINAL  CONDUCTORSAW DRIVER PULL OUT IN FRONT OF THE TRAIN AND TOLD ENGINEEER TYO STOP AND AS TRAIN WAS STOPPING IT HIT THE CENTER OF TWO TANK FERTILIZER TRAILERS PUSHING THEM ABOUT 25 FEET, THIS IS A PRIVATE CROSSING",0,0
59,59,2015,CAXSL22415,752927B,2015-02-24,AM,11:14 AM,77.0,SAN JOAQUIN,6.0,CALIFORNIA,Truck-trailer,2,South,3.0,Moving over crossing,,,,69.0,2.0,Day,1.0,Clear,2.0,Yard,Stop signs,Other,,,,,,"Sand, Mud, Dirt, Oil, Grease",1,Both sides,54.0,Male,3.0,Did not stop,5.0,4.0,,2500.0,TRAIN WAS SHOVING 12 CARS INSDIE THE PENNY NEWMAN COMPLEX AND A TRUCK PULLING TWO GRAIN TRAILERS FAILED TO STOP AT THE PRIVATE CROSSING SIGNS AND DROVE IN FRONT OF THE TRAIN CREW SAW TRUCK RUN THE SIGNS AND CONDUCTOR TOLD THE ENGINEER TO STOP AND THEY HIT BETWEEN THE 1ST AND 2ND TRAILER PUSHING IT ABOUT 50 FEET,0,0
60,60,2024,0524LA024,810911P,2024-05-17,AM,09:13 AM,71.0,SAN BERNARDINO,6.0,CALIFORNIA,Truck,2,South,5.0,Blocked on crossing by gates,,,,58.0,2.0,Day,2.0,Cloudy,1.0,Main,Gates,Standard FLS,Audible,,,,,Dry,1,Both sides,32.0,Male,4.0,Stopped on crossing,,30.0,,5000.0,TRAIN ZLAMQ-17 STRUCK AN OCCUPIED BOX TRUCK ON THE CROSSING AT THE INTERSECTION OF ARCHIBALD AVE ANDMISSION BLVD. NO INJURIES REPORTED.HIGHWAY USER'S ACTIONS:STOPPED ON CROSSING (BEFORE GATES DESCENDED).,0,0
61,61,2024,0524LA042,760735E,2024-05-25,PM,10:29 PM,65.0,RIVERSIDE,6.0,CALIFORNIA,Other,2,South,2.0,Stopped on crossing,,,,79.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,,,,,Dry,1,Both sides,40.0,Male,4.0,Stopped on crossing,0.0,58.0,,5000.0,"A SMALL SINGLE AXLE DOLL/TRAILER WAS ABANDONED ON THE CROSSING AT BAY DRIVE NEAR MP 632.8 AND WAS STRUCK BY THE ILBG4-25, LEAD UNIT UP7857. TRAIN WAS NOT PLACED IN EMERGENCY. NO DAMAGE OR INJURY REPORTED TO TRAIN OR CREW.HIGHWAY USER'S ACTIONS:STOPPED ON CROSSING (BEFORE GATES DESCENDED).",0,0
62,62,2024,FY2500709,750162W,2024-10-23,PM,08:53 PM,85.0,SANTA CLARA,6.0,CALIFORNIA,Other,3,East,3.0,Moving over crossing,,,,65.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Wig wags,Hwy. traffic signals,Audible,,,Dry,1,Both sides,44.0,Male,3.0,Did not stop,7.0,40.0,,1000.0,"BICYCLIST (B1) WAS TRAVELING COMPASS EASTBOUND ON LEIGH AVENUE IN THE WESTBOUND VEHICULAR TRAFFIC LANES AGAINST THE FLOW OF TRAFFIC, IN THE WRONG DIRECTION. AS THE LRV PROCEEDED TO CROSS THE LEIGH AVENUE GRADE CROSSING, THE CROSSING DEVICES WERE ACTIVATED AND CROSSING ARMS WERE DEPLOYED BUT B1 ENTERED THE CROSSING IN THE QUADRANT THAT HAD NO CROSSING GATE ARMS AS THE LOCATION IS NOT CONFIGURED INA QUAD GATE DESIGN. THE FRONT RIGHT CORNER OF THE LRV MADE CONTACT WITH B1.",1,0
63,63,2024,10052024,662035D,2024-10-05,PM,10:12 PM,73.0,SAN DIEGO,6.0,CALIFORNIA,Pedestrian,3,East,3.0,Moving over crossing,,,,68.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Hwy. traffic signals,Audible,Crossbucks,,,,Dry,1,Both sides,30.0,Female,1.0,Went around the gate,,37.0,,0.0,LIGHT RAIL VEHICLE FOOTAGE SHOWS A FEMALE LAID ON THE TRACKS AS THE TRAIN WAS ON APPROACH. WARNING DEVICES ACTIVATED WITH GATE ARMS IN THE DOWN POSITION.,1,0
64,64,2016,1116RS011,755205E,2016-11-10,PM,04:33 PM,69.0,SAN BENITO,6.0,CALIFORNIA,Auto,3,East,3.0,Moving over crossing,,,,65.0,2.0,Day,1.0,Clear,1.0,Main,Stop signs,Other,,,,,,Dry,1,Both sides,41.0,Male,3.0,Did not stop,15.0,50.0,,10000.0,HIGHWAY USER DID NOT STOP PRIOR TO ENTERING THE CROSSING.  #32 WARNING DEVICES: PRIVATE XING SIGN,1,0
65,65,2016,1116RS020,752711V,2016-11-17,AM,11:45 AM,67.0,SACRAMENTO,6.0,CALIFORNIA,Pick-up truck,3,East,3.0,Moving over crossing,,,,60.0,2.0,Day,1.0,Clear,1.0,Main,Crossbucks,Other,,,,,,Dry,1,Both sides,47.0,Male,3.0,Did not stop,5.0,20.0,,10000.0,A PICKUP TRUCK PULLING A HORSE TRAILER DID NOT STOP PRIOR TO ENTERING THE CROSSING AND WAS STRUCK BYTHE LOCOMOTIVE.  #32 WARNING DEVICES: PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS),0,0
66,66,2017,SJV295417G,756842M,2017-05-10,AM,04:00 AM,107.0,TULARE,6.0,CALIFORNIA,Pick-up truck,1,North,3.0,Moving over crossing,,,,58.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,35.0,Male,7.0,Went thru the gate,35.0,10.0,,5000.0,"A TRAIN WAS TRAVELING NORTH AND BLEW THE WHISTLE AND RANG THE BELL FOR A CROSSING. THE GATES WERE FUNCTIONING  PROPERTY. A PICK-UP TRUCK RAN INTO THE SIDE OF THE TRAIN AT THE REAR OF THE 5TH CAR. THECREW DID NOT SEE, HEAR, NOR FELT ANYTHING DURING THE IMPACT AND CONTINUED TO THE NEXT STATION. UPONSTOPPING AT AN INDUSTRY TO PERFORM WORK, THE CREW WAS CONTACTED BY THE DISPATCHER WHO INFORMED OF THE CREW INCIDENT. THE DRIVER WAS TAKEN TO THE LOCAL HOSPITAL WITH SOME LEG INJURIES AND THE VEHICLE W",0,1
67,67,2023,1123LA019,922524H,2023-11-10,PM,12:47 PM,37.0,LOS ANGELES,6.0,CALIFORNIA,Truck-trailer,2,South,3.0,Moving over crossing,,,,68.0,2.0,Day,1.0,Clear,4.0,Industry,Stop signs,Watchman,,,,,,Dry,1,Both sides,32.0,Male,2.0,Stopped and then proceeded,4.0,10.0,,5000.0,"LOW10-10 was shoving down Torrance Industrial lead with conductor and pilot conductor riding the point, when they saw a tractor trailer stopped close to track. As crew proceeded shove move, truck began to pull forward and they called engineer to stop the train. Engineer put train into emergency andconductor and pilot jumped off car they were riding. Train struck tractor and pilot conductor reported that he scrapped his right knee and banged his left knee on the ground.",0,1
68,68,2017,145910,749965G,2017-01-13,AM,09:57 AM,85.0,SANTA CLARA,6.0,CALIFORNIA,Auto,3,East,2.0,Stopped on crossing,,,,43.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,Dry,1,Both sides,65.0,Female,5.0,Other,0.0,52.0,,10000.0,"TRAIN 527 OPERATING WITH LOCOMOTIVE E/151 AND 5 CARS STRUCK AN OCCUPIED AUTOMOBILE INSIDE THE CROSSING AT MP 41.63, AGNEW RD CROSSING.  AMTRAKS EQUIPMENT DAMAGE IS $2,296.00.",1,0
69,69,2017,145882,028308A,2017-01-03,AM,06:32 AM,29.0,KERN,6.0,CALIFORNIA,Truck-trailer,1,North,2.0,Stopped on crossing,,,,53.0,4.0,Dark,2.0,Cloudy,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,,,5.0,Other,0.0,67.0,,1000.0,"TRAIN 701 OPERATING WITH LOCOMOTIVE E/75 AND 5 CARS WAS PLACED INTO EMERGENCY TO AVOID STRIKING THEREAR OF A TRACTOR-TRAILER FOULING THE TRACK.  THE TRACTOR-TRAILER FLED THE SCENE AND THE TRAIN WAS DELAYED SEVEN MINUTES.  PER BNSF REPORT, IT WAS LATER DETERMINED THAT LEAD LOCO E/75 HAD MADE CONTACTWITH THE TRACTOR-TRAILER AND SUSTAINED MINOR DAMAGE.  THE DRIVERS AGE AND GENDER WERE NOT AVAILABLE.",0,0
70,70,2017,145730,026794K,2017-01-05,PM,12:55 PM,59.0,ORANGE,6.0,CALIFORNIA,Pedestrian,1,North,1.0,Stalled or stuck on crossing,,,,59.0,2.0,Day,3.0,Rain,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Wet,1,Both sides,,Male,5.0,Other,0.0,80.0,,0.0,"TRAIN 572 OPERATING WITH CAMERA EQUIPPED LOCOMOTIVE E/456 AND 6 CARS STRUCK A PEDESTRIAN AT MP 201.0, BEACH RD CROSSING.  THE PEDESTRIAN WALKED IN FRONT OF TRAIN.  THE AGE OF THE PEDESTRIAN WAS NOT AVAILABLE.  AMTRAKS EQUIPMENT DAMAGE IS $4,000.00.",1,0
71,71,2016,CA1016205,026512S,2016-10-31,PM,10:25 PM,65.0,RIVERSIDE,6.0,CALIFORNIA,Other,1,North,2.0,Stopped on crossing,,,,56.0,4.0,Dark,2.0,Cloudy,1.0,Main,Gates,Standard FLS,,,,,,Dry,1,Both sides,40.0,Male,5.0,Other,0.0,48.0,,250.0,13: BICYCLE,0,1
72,72,2017,146701,751694D,2017-01-31,PM,10:42 PM,13.0,CONTRA COSTA,6.0,CALIFORNIA,Pedestrian,3,East,3.0,Moving over crossing,,,,48.0,4.0,Dark,2.0,Cloudy,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,Dry,1,Both sides,,,1.0,Went around the gate,,70.0,,0.0,"TRAIN 550 OPERATING WITH CAB CAR C/8302 IN THE LEAD, 3 CARS AND E/C2013 TRAILING STRUCK A PEDESTRIANAT MP 14.22, PARR BLVD CROSSING.  THE AGE AND GENDER OF THE PEDESTRIAN WAS NOT AVAILABLE.  THERE WAS NO EQUIPMENT DAMAGE.",0,1
73,73,2025,12162025,661915E,2025-12-16,PM,03:18 PM,73.0,SAN DIEGO,6.0,CALIFORNIA,Auto,4,West,3.0,Moving over crossing,,,,65.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Hwy. traffic signals,Audible,Crossbucks,,,,Dry,2,Side of vehicle approach,66.0,Male,7.0,Went thru the gate,15.0,38.0,,25000.0,"REPORT FROM THE TRAIN OPERATOR OF THE WESTBOUND TRAIN #58 TO OCC VIA RADIO OF AN LRV VERSUS AUTO ATCENTRAL AVE GRADE CROSSING. OPERATOR REPORTED THAT THE SAN MIGUEL GATES WERE IN THE DOWN POSITION WHEN A VEHICLE ENTERED THE CROSSING, CAUSING THE GATE TO BREAK AND MAKE CONTACT WITH THE TRAIN. THE OPERATOR APPLIED THE EMERGENCY BRAKE AND THE FEDERAL HORN.  PARAMEDICS TRANSPORTED THE DRIVER OF THE VEHICLE FOR UNKNOWN INJURIES. DRUG AND ALCOHOL DOT TEST COMPLETED.",0,1
74,74,2025,PHL0181F,931080R,2025-12-09,PM,11:01 PM,37.0,LOS ANGELES,6.0,CALIFORNIA,Truck-trailer,2,South,3.0,Moving over crossing,,,,56.0,4.0,Dark,1.0,Clear,2.0,Yard,Stop signs,,,,,,,Dry,2,Side of vehicle approach,,,3.0,Did not stop,10.0,11.0,,0.0,"PROCEEDING EASTWARD LITE POWER ACROSS THE MATSON CROSSING, THE LOCOMOTIVE COLLIDED WITH THE REAR ENDOF A SEMI-TRUCK TRAILER. THE TRUCK DRIVER FAILED TO STOP AT STOP SIGNS AT THE RAILROAD CROSSING ANDFLED THE SCENE AFTER THE INCIDENT OCCURRED.",0,0
75,75,2025,190368,751176H,2025-12-03,PM,03:24 PM,1.0,ALAMEDA,6.0,CALIFORNIA,Pedestrian,4,West,2.0,Stopped on crossing,,,,57.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,31.0,Male,4.0,Stopped on crossing,0.0,54.0,,0.0,"Train 536(03) with cab car CDTX/8310, 4 cars, and CDTX/2003 pushing, struck and fatally injured a trespasser at MP 5.92 on the UP Martinez Subdivision (DOT# 751176H). The trespasser was struck while waiting for a train to pass.",1,0
76,76,2025,190565,749981R,2025-12-07,PM,06:15 PM,85.0,SANTA CLARA,6.0,CALIFORNIA,Auto,1,North,1.0,Stalled or stuck on crossing,,,,49.0,4.0,Dark,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,,,1.0,Went around the gate,0.0,24.0,,0.0,"Grade Crossing: Train 744(07), operating with camera-equipped cab car C/8310, 4 additional cars, andCDTX/2003 pushing, struck an unoccupied automobile at the Martin Ave crossing DOT(749981R), MP 43.7/UPRR Coast Subdivision. Highway user age and gender are unknown.",0,0
77,77,2025,1125LA032,811463M,2025-11-26,PM,02:35 PM,37.0,LOS ANGELES,6.0,CALIFORNIA,Truck-trailer,2,South,3.0,Moving over crossing,,,,83.0,2.0,Day,1.0,Clear,4.0,Industry,Watchman,,,,,,,Dry,1,Both sides,48.0,Male,3.0,Did not stop,2.0,4.0,,5000.0,YLA51-26 WAS SHOVING TRAIN INTO TRACK 701 TO SPOT COAST PACKAGING WITH FOREMAN PROTECTING THE SHOVEFROM THE GROUND WHEN A CONTRACTOR DRIVER FOR COAST PACKING DROVE ACROSS THE TRACKS TO BEAT THE TRAINAT THE INDUSTRY CROSSING AND WAS IMPACTED BY THETRAIN ON THE DRIVER'S SIDE. NO INJURIES WERE REPORTED. **INDUSTRY MAINTAINS TRACK**HIGHWAY USER'S ACTIONS:DID NOT STOP.,0,0
78,78,2025,190167,026857M,2025-11-10,AM,10:57 AM,73.0,SAN DIEGO,6.0,CALIFORNIA,Pedestrian,2,South,2.0,Stopped on crossing,,,,79.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Standard FLS,Audible,Crossbucks,,,Dry,1,Both sides,,,4.0,Stopped on crossing,0.0,18.0,,0.0,"Grade Crossing: Train 566(10), operating with camera-equipped locomotive CDTX/2122 and 6 cars, struck the front wheel of an occupied motorized wheelchair fouling the crossing at MP 265.6 on the NCTC San Diego Subdivision (DOT# 026857M). The occupantof the wheelchair declined medical attention.",0,0
79,79,2025,190749,028580A,2025-12-25,PM,02:24 PM,19.0,FRESNO,6.0,CALIFORNIA,Pedestrian,3,East,3.0,Moving over crossing,,,,57.0,2.0,Day,2.0,Cloudy,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,44.0,Male,2.0,Stopped and then proceeded,,66.0,,0.0,"Grade Crossing: Train 712(25), with cab car C/90278, 5 additional cars, and CDTX/2123 pushing, struck a trespasser on a bicycle inside of the crossing at Shields Ave, MP 1001.22, (DOT #028580A), BNSFStockton Subdivision. This was a fatality.",1,0
80,80,2025,120725A,026502L,2025-12-07,AM,09:27 AM,65.0,RIVERSIDE,6.0,CALIFORNIA,Auto,1,North,2.0,Stopped on crossing,,,,75.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Audible,Crossbucks,,,,Dry,1,Both sides,,Male,4.0,Stopped on crossing,0.0,59.0,,0.0,"ON 12/7/2025, AT 9:27AM, ON THE BNSF SAN BERNARDINO SUBDIVISION, AT MP14.2, ML1859-07, STRUCK AN OCCUPIED VEHICLE WHO DISREGARDED THE CROSSING WARNING GATES BY RUNNING THROUGH THEM AND INTO THE FOUL OF THE TRAIN. 38 - AGE UNKNOWN",0,1
81,81,2025,PCJX0169F,754992N,2025-10-24,PM,03:56 PM,85.0,SANTA CLARA,6.0,CALIFORNIA,Auto,4,West,3.0,Moving over crossing,,,,65.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Cantilever FLS,Audible,Crossbucks,,,,Dry,1,Both sides,,Female,2.0,Stopped and then proceeded,3.0,64.0,,20000.0,CT 514 WAS TRAVELING SOUTHBOUND PREPARING TO STOP FOR PALO ALTO STATION; THE ENGINEER NOTICED A VEHICLE WAS TRYING TO PULL FORWARD. PRIOR TO IMPACT THE ENGINEER PLACED THE TRAIN INTO EMERGENCY. MINORDAMAGE TO THE TRAIN WAS REPORTED AND NO INJURIES WERE REPORTED. THE AGE OF THE HIGHWAY USER IS UNKNOWN.,0,0
82,82,2025,PCJX0170F,754992N,2025-11-06,PM,03:25 PM,85.0,SANTA CLARA,6.0,CALIFORNIA,Pedestrian,1,North,2.0,Stopped on crossing,,,,65.0,2.0,Day,1.0,Clear,1.0,Main,Gates,Standard FLS,Wig wags,Audible,Crossbucks,,,Dry,1,Both sides,47.0,Male,4.0,Stopped on crossing,0.0,58.0,,0.0,"CT 141 WAS TRAVELING NORTHBOUND ON MT#1 WHEN THEY NOTICED A MALE TRESPASSER STANDING NEAR THE CROSSING GATE, AS THE TRAIN APPROACHED THE CROSSING THE MALE TRESPASSER RAN IN FRONT OF THE TRAIN AND WASFATALLY STRUCK.",1,0
